it;exchange;exchange;exchange;exchangeRand;exchangeRand;exchangeRand;swap;swap;swap;inversion;inversion;inversion;scramble;scramble;scramble;randShuffle;randShuffle;randShuffle;add;add;add;addRand;addRand;addRand
752;18;1038,82;1028,34;33;1038,82;1006,65;31;1038,82;1021,07;14;1038,82;961,2;34;1038,82;954,68;46;1038,82;843,144;31;1038,82;1013,96;33;1038,82;1005,32
753;26;1038,82;1010,98;31;1038,82;997,401;20;1038,82;1006,57;31;1038,82;967,47;32;1038,82;957,072;45;1038,82;853,546;30;1038,82;1021,99;25;1038,82;1011,53
754;15;1038,82;1013,79;35;1038,82;992,607;38;1038,82;1014,79;27;1038,82;980,462;30;1038,82;973,434;53;1038,82;859,407;23;1038,82;1023,52;19;1038,82;990,536
755;21;1038,82;1015,65;25;1038,82;995,16;29;1038,82;997,163;16;1038,82;978,309;38;1038,82;961,723;39;1038,82;830,657;43;1038,82;1010,84;29;1038,82;1002,01
756;16;1036,81;1019,32;31;1038,82;1001;24;1038,82;997,165;32;1038,82;982,236;33;1038,82;968,438;41;1038,82;864,958;32;1038,82;1002,51;31;1038,82;1001,61
757;21;1038,82;1028,59;26;1038,82;992,24;25;1038,82;1015,03;26;1038,82;972,902;34;1038,82;977,431;48;1038,82;858,958;33;1038,82;1004,7;27;1038,82;1001,62
758;32;1038,82;1027,38;23;1038,82;1003,93;23;1038,82;1008,04;24;1038,82;968,935;40;1038,82;980,393;46;1038,82;846,265;23;1038,82;1016,9;29;1038,82;999,436
759;22;1038,82;1031,21;29;1038,82;998,666;12;1038,82;1021,27;29;1038,82;973,603;34;1038,82;976,497;46;1038,82;850,955;42;1038,82;1014,5;26;1038,82;1015,73
760;20;1038,82;1029,13;21;1038,82;989,931;25;1038,82;1024,51;23;1038,82;971,689;48;1038,82;976,208;47;1038,82;864,363;31;1038,82;1018,8;25;1038,82;998,638
761;27;1038,82;1023,88;29;1038,82;1012,83;18;1038,82;1013,1;27;1038,82;959,837;32;1038,82;980,544;48;1038,82;854,004;38;1038,82;1005,79;21;1038,82;989,941
762;26;1038,82;1025,54;21;1038,82;986,803;32;1038,82;1009,06;29;1038,82;973,507;44;1038,82;986,22;36;1038,82;838,069;25;1038,82;1009,24;27;1038,82;1002,72
763;23;1038,82;1027,62;20;1038,82;1013,74;32;1038,82;1012,79;21;1038,82;941,068;27;1038,82;968,194;60;1038,82;851,949;27;1038,82;1010,75;30;1038,82;997,128
764;24;1038,82;1015,54;24;1038,82;983,266;22;1038,82;1008,88;23;1038,82;976,242;32;1038,82;982,505;57;1038,82;838,293;28;1038,82;996,42;30;1038,82;1001,04
765;21;1038,82;1021,6;24;1038,82;999,632;17;1038,82;1006,99;26;1038,82;964,543;33;1038,82;975,451;51;1038,82;843,645;37;1038,82;1011,47;31;1038,82;1016,87
766;23;1038,82;1024,86;27;1038,82;1004,33;30;1038,82;993,197;17;1038,82;996,517;38;1038,82;962,838;50;1038,82;847,911;28;1038,82;1017,82;27;1038,82;1000,74
767;23;1038,82;1033,69;25;1038,82;1013,47;26;1038,82;1004,73;17;1038,82;967,74;34;1038,82;971,982;54;1038,82;842,129;29;1038,82;994,565;32;1038,82;1011,97
768;25;1038,82;1021,69;26;1038,82;1005,31;28;1038,82;997,751;35;1038,82;971,969;25;1038,82;992,394;54;1038,82;827,17;22;1038,82;965,44;25;1038,82;1015,46
769;26;1038,82;1025,09;19;1038,82;1008,43;25;1038,82;1013,05;29;1038,82;963,418;36;1038,82;970,902;47;1038,82;843,874;38;1038,82;999,824;20;1038,82;1012,29
770;24;1038,82;1013,44;28;1038,82;999,956;27;1038,82;1002,84;30;1038,82;955,63;32;1038,82;982,968;44;1038,82;882,073;21;1038,82;992,883;34;1038,82;1009,66
771;28;1038,82;1031,36;23;1038,82;1006,59;22;1038,82;1015,99;23;1038,82;968,582;33;1038,82;976,747;45;1038,82;877,95;40;1038,82;1014,87;26;1038,82;1016,25
772;27;1038,82;1028,8;29;1038,82;1012,73;31;1038,82;1004,65;24;1038,82;985,66;32;1038,82;978,478;41;1038,82;848,961;29;1038,82;1004,12;27;1038,82;1013,31
773;31;1038,82;1019,17;22;1038,82;1013,65;31;1038,82;997,131;18;1038,82;965,494;32;1038,82;1003,24;45;1038,82;829,237;24;1038,82;1017,61;37;1038,82;1008,24
774;27;1038,82;1015,91;22;1038,82;997,23;23;1038,82;1011,37;23;1038,82;980,23;32;1038,82;968,243;46;1038,82;838,425;35;1038,82;1021,28;32;1038,82;986,394
775;26;1038,82;1016,76;24;1038,82;998,08;29;1038,82;1014,09;22;1038,82;978,339;31;1038,82;994,396;47;1038,82;845,523;24;1038,82;993,516;37;1038,82;1005,72
776;27;1038,82;1010,55;29;1038,82;1005,71;18;1038,82;1008,38;28;1038,82;960;31;1038,82;993,559;56;1038,82;863,418;23;1038,82;1019,6;28;1038,82;1013,83
777;21;1038,82;1026,07;32;1038,82;1010,25;26;1038,82;1013,78;29;1038,82;990,952;28;1038,82;972,054;41;1038,82;842,377;35;1038,82;1012,81;28;1038,82;993,658
778;29;1038,82;1012,17;30;1038,82;1000,49;28;1038,82;1006,27;24;1038,82;996,1;33;1038,82;976,573;32;1038,82;842,383;33;1038,82;1001,42;31;1038,82;1015,13
779;19;1038,82;1025,23;22;1038,82;1003,51;29;1038,82;1007,49;24;1038,82;991,519;32;1038,82;986,12;47;1038,82;840,312;34;1038,82;1015,55;33;1038,82;1004,22
780;22;1038,82;1024,8;23;1038,82;995,977;20;1038,82;1001,84;28;1038,82;966,782;34;1038,82;972,91;50;1038,82;834,489;36;1038,82;1004,88;27;1038,82;1011,58
781;27;1038,82;1028,06;35;1038,82;1001,89;23;1038,82;966,199;20;1038,82;961,859;36;1038,82;973,559;45;1038,82;830,056;27;1038,82;1025,07;27;1038,82;1006,77
782;14;1038,82;1033,41;25;1038,82;996,472;29;1038,82;1010,45;29;1038,82;975,638;27;1038,82;964,729;49;1038,82;840,687;34;1038,83;1006,37;33;1038,82;1011,32
783;30;1038,82;1028,28;36;1038,82;995,237;24;1038,82;1012,62;26;1038,82;972,073;34;1038,82;972,796;39;1038,82;866,938;27;1038,82;1006,22;24;1038,82;1004,51
784;28;1038,82;1026,46;33;1038,82;1003,94;20;1038,82;1009,5;27;1038,82;975,007;28;1038,82;994,135;39;1038,82;854,62;28;1038,82;1018,22;37;1038,82;1009,23
785;22;1038,82;1014,23;28;1038,82;1000,84;28;1038,82;1018,6;31;1038,82;983,203;27;1038,82;977,638;45;1038,82;867,552;21;1038,82;1019,4;38;1038,82;1006,29
786;29;1038,82;1027;28;1038,82;1011,41;21;1038,82;999,58;31;1038,82;968,269;40;1038,82;973,155;39;1038,82;839,331;31;1038,82;1017,41;21;1038,82;1001,69
787;22;1038,82;1021,78;23;1038,82;1000,57;23;1038,82;1004,22;30;1038,82;981,737;40;1038,82;979,236;50;1038,82;861,52;30;1038,82;1004,33;22;1038,82;1014,52
788;23;1038,82;1030,59;28;1038,82;1007,38;33;1038,82;1007,46;30;1038,82;984,315;28;1038,82;976,775;44;1038,82;886,298;33;1038,82;1003,23;21;1038,82;1004,01
789;32;1038,82;1033,04;26;1038,82;1012,48;30;1038,82;1017,51;20;1038,82;997,239;39;1038,82;980,198;42;1038,82;850,403;28;1038,82;1019,69;23;1038,82;1013,06
790;25;1038,82;1002,65;22;1038,82;1006,18;33;1038,82;1010,44;25;1038,82;980,577;37;1038,82;979,188;47;1038,82;841,037;21;1038,82;1018,81;30;1038,82;1012,41
791;20;1038,82;1025,32;30;1038,82;994,732;34;1038,82;1004,79;25;1038,82;958,028;30;1038,82;982,913;52;1038,82;882,962;26;1038,82;1004,91;23;1038,82;1007,88
792;34;1038,82;1031,7;26;1038,82;1011,92;19;1038,82;997,172;28;1038,82;987,345;27;1038,82;976,454;57;1038,82;848,806;20;1038,82;1019,02;29;1038,82;1012,29
793;15;1038,82;1017,97;23;1038,82;996,296;22;1038,82;1008,81;29;1038,82;969,828;39;1038,82;975,608;44;1038,82;852,537;34;1038,82;1014,78;34;1038,82;993,349
794;28;1038,82;1030,8;32;1038,82;1005,13;27;1038,82;1005,28;26;1038,82;960,055;41;1038,82;994,654;36;1038,82;853,037;30;1038,82;1014,55;20;1038,82;996,895
795;31;1038,82;1024,05;39;1038,82;995,295;22;1038,82;1017,98;32;1038,82;975,943;31;1038,82;1000,84;37;1038,82;850,58;25;1038,82;1007,8;23;1038,82;1010,19
796;21;1038,82;1031,43;29;1038,82;1012,84;27;1038,82;994,629;24;1038,82;977,484;33;1038,82;977,013;48;1038,82;817,491;28;1038,82;1019,9;30;1038,82;1017,85
797;19;1038,82;1022,78;33;1038,82;1013,87;27;1038,82;1009,42;27;1038,82;961,366;30;1038,82;965,785;39;1038,82;835,753;28;1038,82;1009,01;37;1038,82;1004,29
798;26;1038,82;1009,9;29;1038,82;1006,25;19;1038,82;996,086;27;1038,82;981,426;36;1038,82;990,352;47;1038,82;852,219;30;1038,82;1019,35;26;1038,82;1022,92
799;25;1038,82;1036,8;33;1038,82;1008,07;32;1038,82;1006,34;28;1038,82;986,596;30;1038,82;986,668;42;1038,82;894,037;26;1038,82;1013,35;24;1038,82;1000,44
800;29;1038,82;1026,94;27;1038,82;1015,64;24;1038,82;1016,72;21;1038,82;976,235;26;1038,82;977,675;48;1038,82;863,138;27;1038,82;1011,71;38;1038,82;1014,65
801;26;1038,82;1023,13;25;1038,82;1004,14;21;1038,82;1019,63;28;1038,82;981,194;17;1038,82;982,789;47;1038,82;826,273;36;1038,82;1004,12;40;1038,82;1009,87
802;30;1038,82;1012,51;22;1038,82;1004,23;35;1038,82;1002,87;24;1038,82;966,647;23;1038,82;987,509;53;1038,82;830,257;25;1038,82;1013,81;28;1038,82;1010,68
803;18;1038,82;1030,98;36;1038,82;1000,92;31;1038,82;978,372;25;1038,82;954,672;34;1038,82;991,271;34;1038,82;829,256;33;1038,82;1008,8;29;1038,82;1006,9
804;23;1038,82;1015,39;30;1038,82;1013,15;16;1038,82;1006,4;27;1038,82;986,544;28;1038,82;997,288;51;1038,82;859,996;33;1038,82;1007,96;32;1038,82;1007,86
805;26;1038,82;1016,04;32;1038,82;1009,4;23;1038,82;1010,9;19;1038,82;989,129;31;1038,82;982,872;42;1038,82;876,208;38;1038,82;998,51;29;1038,82;1012,78
806;30;1038,82;1028,18;23;1038,82;1013,11;27;1038,82;1011,45;23;1038,82;961,127;36;1038,82;979,207;42;1038,82;837,774;26;1038,82;1023,28;33;1038,82;995,393
807;22;1038,82;1024,85;37;1038,82;999,368;32;1038,82;1005,52;23;1038,82;961,202;23;1038,82;974,865;41;1038,82;831,192;27;1038,82;1008,1;35;1038,82;1002,82
808;28;1038,82;1033,67;23;1038,82;997,293;31;1038,82;1002,54;16;1038,82;961,101;36;1038,82;966,277;48;1038,82;848,94;34;1038,82;1016,25;24;1038,82;991,923
809;29;1041,63;1022,16;36;1038,82;1002,37;25;1038,83;1016,35;23;1038,82;993,435;26;1038,82;994,911;41;1038,82;827,808;33;1038,82;1015,36;27;1038,82;986,11
810;21;1038,83;1003,96;36;1038,82;1009,43;15;1038,82;1012,06;30;1038,82;968,007;36;1038,82;979,197;45;1038,82;843,161;33;1038,82;1013,92;24;1038,82;995,842
811;29;1038,83;1030,42;22;1038,82;1007,4;18;1038,82;1007,01;26;1038,82;970,897;28;1038,82;944,162;52;1038,82;829,592;27;1038,82;1018,63;38;1038,83;999,245
812;22;1038,82;1033,55;37;1038,82;1000,36;19;1038,82;1015,31;31;1038,82;961,987;35;1038,82;984,745;39;1038,82;863,323;29;1038,82;987,736;28;1038,82;971,066
813;28;1038,82;1033,13;31;1038,82;1007,96;30;1038,82;1014,85;21;1038,82;980,053;37;1038,82;978,794;45;1038,82;826,711;25;1038,82;1003;23;1038,82;1017,45
814;22;1038,82;1022,56;36;1038,82;1000,93;25;1038,82;1009,69;24;1038,82;971,439;35;1038,82;982,007;50;1038,82;834,864;22;1038,82;1018,66;26;1038,82;998,121
815;23;1038,82;1025,47;33;1038,82;1012,38;20;1038,82;999,67;30;1038,82;977,541;29;1038,82;972,648;48;1038,82;830,301;21;1038,82;1018,45;36;1038,82;996,693
816;27;1038,82;1005,03;28;1038,82;1000,38;26;1038,82;1007,19;22;1038,82;976,149;34;1038,82;985,508;42;1038,82;851,244;27;1038,82;1012,51;34;1038,82;1015,07
817;21;1038,82;1023,15;26;1038,82;1009,65;31;1038,82;1006,88;17;1038,82;983,799;37;1038,82;979,607;53;1038,82;845,166;26;1038,82;1016,92;29;1038,82;992,398
818;26;1038,82;1025,54;28;1038,82;998,974;30;1038,82;1011,35;22;1038,82;972,297;23;1038,82;975,046;62;1038,82;847,318;23;1038,82;989,953;26;1038,82;979,697
819;39;1038,82;1012,04;20;1038,82;1008,97;31;1038,82;1019,51;22;1038,82;990,612;36;1038,82;967,881;49;1038,82;833,882;24;1038,82;996,658;19;1038,82;1012,88
820;23;1038,82;996,915;24;1038,82;1007,02;36;1038,82;1006,01;22;1038,82;960,15;29;1038,82;967,556;52;1038,82;851,513;30;1038,82;1026,41;24;1038,82;997,942
821;23;1038,82;1034,45;26;1038,82;1005,21;27;1038,82;1010;21;1038,82;957,053;29;1038,82;971,48;48;1038,82;829,393;33;1038,82;1006,47;33;1038,82;1001,63
822;27;1038,82;1032,5;22;1038,82;1002,93;17;1038,82;990,717;26;1038,82;990,944;38;1038,82;965,544;51;1038,82;852,497;39;1038,82;993,988;20;1038,82;1000,08
823;26;1038,82;1009,65;34;1038,82;1003,31;22;1038,83;1021,11;27;1038,82;978,114;28;1038,82;967,876;40;1038,82;821,714;37;1038,82;1011,13;26;1038,82;1000,71
824;23;1038,82;1001,09;31;1038,82;1000,92;19;1038,82;1022,04;24;1038,82;954,545;40;1038,82;976,422;34;1038,82;867,329;35;1038,82;1006,46;34;1038,82;999,082
825;18;1038,82;1034,06;24;1038,82;1013,78;36;1038,82;1009,91;21;1038,82;976,113;35;1038,82;981,67;51;1038,82;824,375;27;1038,82;1020,05;28;1038,82;1004,51
826;34;1038,82;1010,6;32;1038,82;993,753;22;1038,82;1018;20;1038,82;958,185;39;1038,82;978,054;43;1038,82;876,533;22;1038,82;1005,84;28;1038,82;1008,26
827;19;1038,82;1032,7;27;1038,82;1015,58;28;1038,82;1017,5;28;1038,82;962,712;33;1038,82;962,189;43;1038,82;861,095;32;1038,82;1019,79;30;1038,82;1013,94
828;13;1038,82;1034,3;34;1038,82;1009,03;28;1038,82;1012,71;33;1038,82;971,934;33;1038,82;966,025;39;1038,82;838,226;26;1038,82;1019,3;34;1038,82;1002,07
829;27;1038,82;1021,6;25;1038,82;989,554;18;1038,82;1020,08;23;1038,82;961,997;34;1038,82;978,168;54;1038,82;871,292;24;1038,82;1012,57;35;1038,82;993,877
830;19;1038,82;1026,06;30;1038,82;1006,92;30;1038,82;1006,46;30;1038,82;978,53;35;1038,82;972,236;47;1038,82;896,425;19;1038,82;1008,8;30;1038,82;1009,52
831;23;1038,82;1033,96;33;1038,82;1013,82;18;1038,82;1015,68;25;1038,82;983,917;47;1038,82;984,668;38;1038,82;842,345;26;1038,82;1020,18;30;1038,82;1001,35
832;25;1038,82;1022,65;27;1038,82;1000,53;28;1038,82;1014,15;27;1038,82;959,708;35;1038,82;976,759;35;1038,82;881,068;32;1038,82;1010,51;31;1038,82;998,441
833;25;1038,82;1022,69;30;1038,82;1007,53;23;1038,82;1018,98;27;1038,82;981,9;31;1038,82;995,781;40;1038,82;882,32;33;1038,82;1013,8;31;1038,82;1013,39
834;27;1038,82;1030,88;28;1038,82;1012,88;22;1038,82;1017,96;26;1038,82;986,367;30;1038,82;987,111;51;1038,82;839,726;29;1038,82;1011,54;27;1038,82;1009,3
835;22;1038,82;1024,94;29;1038,82;996,449;15;1038,82;1021,84;25;1038,82;969,827;40;1038,82;985,092;52;1038,82;841,329;29;1038,82;1005,11;28;1038,82;994,237
836;23;1038,82;1034,05;29;1038,82;1003,41;22;1038,82;997,672;22;1038,82;980,141;37;1038,82;975,689;46;1038,82;836,418;26;1038,82;998,055;35;1038,82;1000,62
837;19;1038,82;1012,82;25;1038,82;1007,97;23;1038,82;987,137;28;1038,82;986,243;34;1038,82;975,203;49;1038,82;822,201;28;1038,82;1007,8;34;1038,82;1015,2
838;20;1038,82;1024,01;41;1038,82;997,756;22;1038,82;1006,69;24;1038,82;971,183;32;1038,82;974,009;41;1038,82;873,326;31;1038,82;1008,24;29;1038,82;1001,77
839;18;1038,82;1026,2;32;1038,82;1010,81;26;1038,82;1016,89;21;1038,82;978,324;31;1038,82;968,418;51;1038,82;861,234;29;1038,82;1001,7;32;1038,82;1015,78
840;23;1038,82;1015,15;32;1038,82;1001,88;24;1038,82;1020,53;25;1038,82;986,449;19;1038,82;979,094;43;1038,82;880,37;37;1038,82;1005,81;37;1038,82;1004,19
841;26;1038,82;1034,07;29;1038,82;1006,8;29;1038,82;1004,24;23;1038,82;998,897;33;1038,82;981,788;39;1038,82;856,309;38;1038,82;1010,8;23;1038,82;1007,39
842;22;1038,82;1012,2;28;1038,82;1001,86;35;1038,82;1012,91;27;1038,82;971,529;30;1038,82;981,512;44;1038,82;847,651;32;1038,82;1014,47;22;1038,82;1003,24
843;18;1038,82;1020,84;31;1038,82;1007,86;20;1038,82;998,47;25;1038,82;978,408;39;1038,82;983,455;34;1038,82;833,608;33;1038,82;1005,77;40;1038,82;996,551
844;26;1038,82;1033,12;26;1038,82;1013,31;37;1038,82;1003,01;22;1038,82;959,906;37;1038,82;973,673;37;1038,82;836,184;30;1038,82;1012,5;25;1038,82;999,035
845;28;1038,82;1009,46;53;1038,82;1001,26;31;1038,82;1011,82;24;1038,82;970,036;36;1038,82;988,787;30;1038,82;875,154;18;1038,82;1022,55;20;1038,82;1023,95
846;25;1038,82;1024,77;20;1038,82;1003,76;30;1038,86;1018,41;23;1038,82;981,089;37;1038,82;1000,2;43;1038,82;848,029;26;1038,82;1018,79;36;1038,82;1016,46
847;24;1038,82;1012,26;29;1038,82;1000,84;26;1038,82;1017,35;18;1038,82;986,391;30;1038,86;981,79;49;1038,82;853,555;24;1038,86;996,854;40;1038,82;1012
848;24;1038,82;1033,34;30;1038,86;1003,32;22;1038,86;1001;19;1038,82;992,701;39;1038,86;985,091;37;1038,86;837,325;32;1038,82;1008,14;37;1038,82;1001,14
849;34;1038,86;1020,03;25;1038,86;1004,88;26;1038,86;1000;18;1038,86;979,691;40;1038,86;982,591;31;1038,86;845,947;34;1038,86;1023,41;32;1038,86;988,529
850;26;1038,86;1034,81;34;1038,86;993,404;35;1038,86;1014,43;31;1038,86;974,779;27;1038,86;967,67;38;1038,86;834,789;27;1038,86;1022,46;22;1038,86;1011,35
851;25;1038,82;997,804;23;1038,86;996,148;29;1038,86;1000,52;22;1038,86;999,781;36;1038,86;985,622;40;1038,86;824,414;31;1038,86;1018,44;34;1038,86;1006,37
852;20;1038,86;1024,89;25;1038,86;989,128;20;1038,86;1011,9;30;1038,86;976,523;38;1038,86;979,082;41;1038,86;852,023;34;1038,86;1001,01;32;1038,86;1006,63
853;25;1038,86;1020,92;31;1038,86;1006,14;32;1038,86;1015,26;29;1038,86;981,645;38;1038,86;982,86;34;1038,86;835,583;25;1038,86;1010,02;26;1038,86;1003,77
854;19;1038,86;1031,62;26;1038,86;1010,04;25;1038,86;1018,45;20;1038,86;984,29;38;1038,86;970,472;46;1038,86;853,061;28;1038,86;1017,29;38;1038,86;1015,64
855;26;1038,86;1018,26;19;1038,86;1017,26;23;1038,86;1009,05;29;1038,86;971,065;37;1038,86;974,261;49;1038,86;835,176;26;1038,86;1007,49;31;1038,86;1010,31
856;24;1038,86;1023,67;31;1038,86;1005,17;25;1038,86;1020,22;31;1038,86;979,112;28;1038,86;976,538;46;1038,86;830,51;23;1038,86;1025,67;32;1038,86;1000,69
857;20;1038,86;1025,76;25;1038,86;1004,61;27;1038,86;1027,92;22;1038,86;972,138;44;1038,86;957,846;53;1038,86;826,697;19;1038,86;1022,94;30;1038,86;1004,51
858;13;1038,86;1013,78;30;1038,86;1010,64;27;1038,86;1000,69;27;1038,86;964,356;40;1038,86;976,14;43;1038,86;836,168;26;1038,86;1022,82;34;1038,86;1014,02
859;28;1038,86;1024,99;37;1038,86;1011,89;20;1038,86;1003,41;22;1038,86;978,986;34;1038,86;975,352;47;1038,86;845,939;28;1038,86;1010,91;24;1038,86;994,51
860;26;1038,86;1024,92;30;1038,86;1008,51;35;1038,86;1014,34;28;1038,86;965,475;33;1038,86;956,931;41;1038,86;856,277;26;1038,86;1013,97;21;1038,86;986,27
861;22;1038,86;1031,27;21;1038,86;1001,76;22;1038,86;1010,79;23;1038,86;982,483;35;1038,86;968,212;60;1038,86;857,867;26;1038,86;1023,65;31;1038,86;1016,89
862;27;1038,86;1022,4;30;1038,86;1005,76;26;1038,86;988,413;33;1038,86;978,059;27;1038,86;972,609;39;1038,86;834,202;32;1038,86;1014,96;26;1038,86;1008,93
863;22;1038,86;1017,1;32;1038,86;1012,45;37;1038,86;1012,39;17;1038,86;998,674;31;1038,86;979,645;35;1038,86;858,702;41;1038,86;1010,01;25;1038,86;1009,85
864;27;1038,86;1035;24;1038,86;1012,23;23;1038,86;1010,5;30;1038,86;982,696;26;1038,86;994,278;57;1038,86;872,804;25;1038,86;1015,65;28;1038,86;1008,13
865;28;1038,86;1024,28;26;1038,86;1005,49;27;1038,86;1004,85;27;1038,86;979,265;26;1038,86;983,185;50;1038,86;840,632;30;1038,86;1017,97;26;1038,86;1012,98
866;25;1038,86;1016,32;36;1038,86;1013,03;27;1038,86;980,388;20;1038,86;967,623;48;1038,86;979,411;36;1038,86;806,426;25;1038,86;1024,46;23;1038,86;997,79
867;23;1038,86;1011,49;32;1038,86;1002,79;20;1038,86;1012,03;31;1038,86;972,357;40;1038,86;981,454;36;1038,86;880,214;33;1038,86;1008,13;25;1038,86;973,987
868;31;1038,86;1023,91;38;1038,86;1020,92;18;1038,86;1022,01;27;1038,86;971,015;35;1038,86;977,265;41;1038,86;837,592;25;1038,86;1023,46;25;1038,86;1004,05
869;22;1038,86;1023,4;29;1038,86;1005,89;24;1038,86;1006,5;30;1038,86;987,962;25;1038,86;992,949;44;1038,86;838,064;29;1038,86;995,981;37;1038,86;1005,54
870;26;1038,86;1015,77;19;1038,86;1016;27;1038,86;1013,08;28;1038,86;962,18;29;1038,86;981,57;51;1038,86;860,622;26;1038,86;1018,81;34;1038,86;1012,67
871;26;1038,86;1032,44;24;1038,86;1015,72;37;1038,86;1004,75;21;1038,86;993,94;31;1038,86;981,714;49;1038,86;843,159;29;1038,86;1017,92;23;1038,86;998,633
872;35;1038,86;1010,2;26;1038,86;1006,12;19;1038,86;1021,07;19;1038,86;982,875;36;1038,86;978,297;44;1038,86;849,127;24;1038,86;1024,39;37;1038,86;1004,94
873;24;1038,86;1026,56;27;1038,86;1000,01;32;1038,86;1012,59;28;1038,86;969,353;45;1038,86;986,294;36;1038,86;826,733;22;1038,86;1022,35;26;1038,86;993,457
874;20;1038,86;1019,79;28;1038,86;1015,26;29;1038,86;1010,01;29;1038,86;972,6;39;1038,86;963,365;44;1038,86;853,152;24;1038,86;1017,2;27;1038,86;1003,35
875;31;1038,86;1020,21;28;1038,86;1014,57;18;1038,86;1018,64;22;1038,86;973,716;39;1038,86;986,553;42;1038,86;844,305;26;1038,86;1005,06;34;1038,86;1013,19
876;19;1038,86;1020,84;29;1038,86;1002,63;24;1038,86;1020,72;21;1038,86;991,342;41;1038,86;988,137;46;1038,86;891,328;31;1038,86;1014,72;29;1038,86;1002,52
877;29;1038,86;1030,33;31;1038,86;1008,43;21;1038,86;1016,66;23;1038,86;973,641;33;1038,86;971,766;46;1038,86;852,261;37;1038,86;1018,39;20;1038,86;1024,29
878;20;1038,86;1023,08;28;1038,86;982,305;29;1038,86;1008,48;22;1038,86;975,909;32;1038,86;976,174;54;1038,86;839,538;28;1038,86;1021,36;27;1038,86;1001,18
879;24;1038,86;1023,85;36;1038,86;999,666;23;1038,86;993,614;18;1038,86;968,094;43;1038,86;973,978;40;1038,86;873,568;30;1038,86;1005,28;26;1038,86;988,099
880;26;1038,86;1015,11;34;1038,86;1017,49;21;1038,86;1013,58;21;1038,86;977,399;24;1038,86;976,601;53;1038,86;851,24;30;1038,86;1014,6;31;1038,86;1004,28
881;32;1038,86;1027,34;31;1038,86;1013,41;26;1038,86;1005,68;26;1038,86;987,463;39;1038,86;957,634;48;1038,86;861,456;16;1038,86;996,97;22;1038,86;1015,99
882;31;1038,86;1028,15;35;1038,86;997,444;26;1038,86;1006,92;19;1038,86;987,268;29;1038,86;996,277;39;1038,86;875,268;24;1038,86;999,44;37;1038,86;1014,98
883;23;1038,86;1034,17;33;1038,86;1013,92;31;1038,86;1018,08;17;1038,86;986,601;39;1038,86;976,741;38;1038,86;830,393;33;1038,86;1017,81;26;1038,86;1008,69
884;18;1038,86;1030,9;25;1038,86;1017,4;26;1038,86;1013,18;26;1038,86;984,77;40;1038,86;991,181;38;1038,86;840,538;26;1038,86;1008,73;41;1038,86;991,813
885;24;1038,86;1018,09;32;1038,86;997,508;23;1038,86;1014,4;20;1038,86;987,694;40;1038,86;991,312;41;1038,86;843,878;30;1038,86;1001,21;30;1038,86;1006,53
886;21;1038,86;1024,75;38;1038,86;998,029;21;1038,86;1009,09;22;1038,86;987,489;36;1038,86;961,426;42;1038,86;825,266;26;1038,86;1021,51;34;1038,86;1013,06
887;26;1038,86;1023,79;24;1038,86;994,87;32;1038,86;1014,23;29;1038,86;966,709;28;1038,86;987,894;44;1038,86;814,561;31;1038,86;989,981;26;1038,86;1021,58
888;22;1038,86;1009,95;31;1038,86;997,724;22;1038,86;999,169;32;1038,86;993,21;28;1038,86;965,049;42;1038,86;847,463;35;1038,86;1005,5;28;1038,86;1010,35
889;20;1038,86;1018,49;29;1038,86;1008,12;23;1038,86;1015,2;24;1038,86;958,899;24;1038,86;991,97;54;1038,86;843,279;36;1038,86;1014,37;30;1038,86;1013,46
890;27;1038,86;1020,38;35;1038,86;1007,86;18;1038,86;987,113;27;1038,86;990,878;30;1038,86;978,698;44;1038,86;865,389;33;1038,86;1012,79;26;1038,86;1013,94
891;24;1038,86;1024,98;37;1038,86;1012,16;25;1038,86;1005,51;27;1038,86;967,141;26;1038,86;988,263;45;1038,86;845,389;24;1038,86;1014,06;32;1038,86;1014,54
892;23;1038,86;1024,59;35;1038,86;997,08;32;1038,86;1021,76;28;1038,86;992,784;29;1038,86;963,006;35;1038,86;844,418;32;1038,86;1010,85;26;1038,86;1007,22
893;24;1038,86;1025,1;20;1038,86;1004,49;26;1038,88;1022,22;24;1038,86;982,097;42;1038,86;972,287;50;1038,86;831,439;22;1038,86;1012,55;32;1038,86;1015,8
894;29;1038,86;1024,7;23;1036,85;983,979;24;1038,88;1016,01;28;1038,86;970,446;32;1038,86;986,189;42;1038,86;890,422;33;1038,86;995,241;29;1038,86;1014,13
895;33;1038,86;1012,05;22;1038,86;1017,9;30;1038,86;1015,97;26;1038,86;982,032;30;1038,86;998,32;39;1038,86;867,096;36;1038,86;1020,21;24;1038,86;1017,23
896;24;1038,86;1033,77;40;1038,86;1005,5;25;1038,86;1014,66;30;1038,86;992,611;37;1038,86;989,235;41;1038,86;829,664;27;1038,86;1011,64;16;1038,86;1020,26
897;26;1038,86;1027,72;30;1038,86;1004,8;25;1038,86;1013,21;19;1038,86;987,07;33;1038,86;961,311;37;1038,86;823,804;39;1038,86;994,289;31;1038,86;1003,92
898;27;1038,86;1016,38;22;1038,86;1020,66;35;1038,86;1000,96;26;1038,86;984,515;31;1038,86;972,95;41;1038,86;864,628;28;1038,86;1025,75;30;1038,86;993,199
